X,Y,W,H
39,234,129,138
65,3,88,77
284,189,70,83
211,55,95,185
10,5,472,354
213,242,12,11
167,210,99,112
164,89,166,153
247,314,28,77
169,79,145,159
67,87,220,235
5,13,442,337
41,17,437,357
404,266,30,27
263,239,108,134
15,78,460,166
153,1,170,115
282,58,145,185
239,147,54,42
135,95,88,123
112,248,271,109
46,18,424,308
90,143,162,298
213,40,246,257
131,200,167,188
0,44,280,453
39,38,217,227
7,91,264,210
89,225,60,32
315,0,154,164
92,109,25,17
43,349,38,18
244,63,37,25
8,131,178,356
30,49,438,325
175,83,68,43
182,123,133,160
250,171,138,106
0,112,322,360
55,169,130,212
0,1,499,223
385,42,99,100
50,36,425,251
162,150,192,217
340,88,104,243
36,66,450,188
184,147,40,24
205,63,82,90
122,82,113,170
36,220,61,42
219,240,26,54
167,254,71,42
105,31,97,218
7,12,490,310
48,84,33,49
39,197,137,126
1,194,97,112
31,124,460,252
345,72,153,156
0,232,207,98
0,91,428,187
310,40,186,285
124,37,213,235
161,174,22,37
108,265,99,158
148,244,268,126
43,19,439,291
267,166,37,34
253,194,20,15
103,52,243,92
305,88,154,282
0,94,40,63
53,60,250,290
209,109,80,124
232,133,81,115
156,210,319,35
457,228,16,7
233,183,112,85
50,101,99,126
229,47,220,323
105,44,227,270
161,0,250,332
46,22,287,444
473,253,10,10
159,95,257,135
301,57,37,137
32,8,271,91
211,167,31,17
273,183,170,71
121,27,142,153
152,216,33,83
260,158,25,27
20,10,458,350
340,74,44,80
120,115,358,107
50,72,430,251
249,383,124,115
124,150,206,328
50,21,377,311
48,48,412,305
442,7,57,44
133,0,363,329
171,153,71,237
44,113,125,110
112,38,84,49
117,326,85,92
397,125,22,20
41,101,315,205
105,138,367,150
95,67,290,180
85,20,316,273
9,8,479,249
118,39,220,138
104,15,150,120
88,0,116,292
108,165,14,18
138,118,82,48
175,103,61,57
441,285,17,22
40,12,126,110
258,115,30,31
358,295,22,45
218,176,235,174
432,282,14,25
334,200,119,125
35,34,189,459
8,8,487,261
16,27,465,270
63,58,245,107
82,86,320,236
197,421,25,9
249,238,114,169
252,203,59,47
260,154,232,219
300,94,50,55
51,2,445,175
15,43,325,234
80,51,331,387
1,1,287,372
448,66,27,28
488,258,7,14
141,30,25,23
431,180,20,25
113,42,114,388
9,11,446,329
289,176,40,95
167,106,36,72
158,0,64,108
372,14,118,23
12,9,350,459
253,22,125,350
7,249,59,147
291,138,103,100
322,129,39,43
397,289,18,13
1,0,498,331
78,282,387,78
19,169,129,93
249,173,2,9
218,105,98,182
49,203,355,84
42,123,325,195
34,55,366,161
83,70,389,275
299,230,66,78
208,450,15,14
289,365,16,13
59,43,229,216
67,43,426,211
152,31,164,312
101,413,12,11
156,16,218,178
132,61,128,190
74,234,105,27
38,121,327,234
140,93,286,200
0,0,492,374
275,17,195,196
41,99,279,322
58,138,267,143
75,2,420,320
107,133,68,182
95,27,186,247
11,45,256,212
10,387,95,111
131,44,206,129
78,21,297,324
377,343,20,18
118,304,54,72
108,142,107,65
393,289,30,17
243,333,10,10
364,223,17,15
71,76,389,176
147,73,234,195
80,31,190,275
135,1,221,57
26,158,80,80
123,242,28,38
297,15,174,253
338,98,6,8
153,26,28,64
11,31,425,293
125,60,95,81
58,315,194,102
32,111,459,134
126,439,28,6
101,33,356,259
219,469,8,10
329,219,152,131
239,134,44,41
8,147,491,135
143,46,31,14
142,97,92,92
144,168,45,28
0,2,499,278
314,256,35,50
34,173,42,23
197,15,93,80
347,140,20,47
78,25,237,300
0,98,35,130
215,107,136,215
133,100,52,44
323,369,13,16
8,49,490,323
95,31,154,178
151,52,143,235
83,218,112,127
192,43,238,315
47,24,170,110
326,146,77,159
209,53,71,67
27,48,102,220
61,68,299,236
181,189,232,154
214,167,50,40
175,151,103,161
438,70,24,36
409,0,37,23
169,64,122,267
332,225,72,54
363,25,135,125
189,22,51,328
26,138,397,154
190,68,20,38
31,135,415,189
292,441,12,12
85,347,36,26
178,72,27,50
82,24,294,375
98,104,232,221
336,428,12,8
146,30,254,56
447,242,51,132
172,317,19,9
177,90,20,36
69,0,166,240
196,227,22,15
88,56,54,178
409,15,65,74
3,5,401,366
0,0,499,347
106,65,142,175
25,41,472,264
91,369,17,10
308,143,100,90
306,132,26,25
147,210,146,275
196,0,302,373
2,247,186,168
6,208,492,26
3,114,145,99
268,164,31,112
232,67,196,200
353,39,145,128
211,304,170,41
169,180,21,16
304,44,103,137
177,163,140,91
253,5,178,281
37,185,70,135
442,212,28,72
199,57,35,19
11,226,487,104
320,69,131,85
25,150,191,158
10,130,55,92
84,78,350,92
238,184,24,67
3,30,491,302
201,90,120,107
351,211,100,60
2,144,370,296
339,356,79,127
359,316,27,20
137,239,75,78
170,61,167,101
233,12,134,57
162,137,35,41
24,27,451,328
178,200,47,35
145,103,15,55
226,97,93,150
178,275,127,90
22,5,433,366
21,6,477,248
143,110,94,360
161,55,68,103
53,211,437,141
111,120,72,330
144,128,126,117
354,191,126,87
42,43,445,314
131,117,81,92
200,194,55,98
1,63,492,334
14,57,474,315
276,255,58,40
103,92,226,135
156,100,137,163
23,10,40,267
143,175,50,32
137,80,61,100
61,122,66,218
140,399,46,29
300,225,37,70
213,228,54,39
35,25,391,306
7,163,245,140
339,300,55,29
48,14,434,231
57,52,319,372
231,35,195,101
6,57,488,290
127,152,47,61
18,32,439,256
9,122,408,137
16,17,112,353
246,195,93,38
238,216,135,114
37,130,273,356
69,154,428,99
73,60,413,264
11,11,121,111
174,108,137,110
142,100,65,57
28,285,22,44
109,397,214,44
109,217,296,157
176,172,82,115
218,30,142,190
136,55,312,310
199,243,101,77
10,102,462,157
168,266,92,37
450,145,48,119
340,55,30,18
401,100,38,205
281,448,9,6
115,52,322,264
158,65,111,72
61,230,245,72
99,148,72,65
145,68,65,105
36,178,58,67
186,120,123,110
143,236,25,42
155,348,35,57
314,238,70,135
235,177,247,139
176,95,140,261
105,195,210,212
17,5,158,346
258,154,176,147
33,13,254,133
117,75,277,299
31,129,144,170
120,188,231,55
172,194,110,92
165,218,24,24
254,168,107,57
405,108,19,27
3,13,486,279
90,310,175,134
311,73,72,111
148,53,60,97
146,345,51,93
211,103,41,60
343,109,79,351
165,262,18,12
9,28,450,263
9,36,70,92
183,189,245,141
151,29,338,240
317,88,181,282
110,14,318,125
171,68,249,240
5,223,485,107
391,165,80,90
1,142,39,60
102,158,190,142
101,454,26,27
56,49,239,450
75,275,22,42
124,142,267,105
2,189,495,182
220,42,30,53
67,11,312,262
5,57,491,397
221,0,70,99
68,276,38,132
290,44,85,251
13,4,467,360
251,145,77,80
85,109,357,152
421,58,66,82
95,79,359,229
271,235,29,36
234,265,47,53
233,126,20,17
244,308,42,65
344,243,31,22
15,367,128,130
44,247,205,208
38,224,315,229
13,16,351,470
86,202,149,161
213,114,74,84
314,163,183,51
71,11,237,361
240,246,30,72
37,245,40,16
390,58,10,11
102,99,84,99
265,283,142,85
276,18,217,289
97,3,161,229
177,20,153,220
76,48,155,64
82,24,112,101
86,52,168,280
24,136,113,73
100,78,119,97
3,0,494,371
263,192,30,57
173,117,68,101
111,65,122,137
237,49,232,280
0,197,65,41
199,74,140,131
1,246,498,10
84,64,262,427
0,238,492,89
251,43,147,172
0,43,377,288
1,165,80,138
23,99,297,181
121,93,142,219
227,25,212,244
65,264,240,155
32,326,56,35
169,214,203,281
197,234,46,27
26,8,437,360
74,80,62,66
12,60,428,247
397,23,85,174
451,85,47,85
69,16,430,275
6,219,403,112
28,42,67,249
226,100,244,149
189,191,135,100
193,321,119,175
118,114,175,210
125,43,228,205
21,33,430,326
36,102,302,146
131,161,56,98
109,104,100,195
36,241,289,169
105,181,103,65
69,69,255,255
139,31,201,265
256,96,26,22
320,80,78,143
32,44,458,321
47,172,254,107
72,86,259,317
308,336,20,36
307,133,58,32
21,180,80,37
16,20,302,293
355,258,27,32
205,67,198,192
139,43,194,150
76,83,58,58
409,191,17,47
1,0,497,327
247,38,24,32
295,145,147,184
284,103,57,215
8,137,475,231
220,2,178,322
3,0,496,370
250,122,167,242
162,40,299,333
65,178,172,146
174,1,203,116
168,199,103,123
27,51,464,137
48,33,273,205
132,230,66,75
151,255,157,182
77,77,367,192
193,374,50,47
152,243,58,41
111,82,238,205
93,91,98,91
203,115,103,94
130,140,89,126
199,162,29,37
13,74,482,268
224,212,23,27
11,146,321,353
80,28,224,405
127,71,224,260
101,83,115,199
321,181,37,38
257,49,185,325
403,0,53,330
71,106,142,267
260,329,63,112
0,2,497,368
212,103,53,105
3,0,493,374
126,110,177,217
2,3,381,300
187,102,270,149
292,137,150,186
206,129,97,56
117,79,112,52
48,70,420,248
145,61,177,231
183,197,123,119
171,68,20,20
36,26,336,458
171,243,30,65
27,45,461,174
75,250,123,135
51,333,182,113
36,196,91,115
111,138,105,104
113,106,267,175
18,68,316,422
99,108,266,188
45,132,444,200
92,23,180,175
334,289,37,33
15,290,55,199
132,26,245,317
263,28,59,88
93,171,57,67
171,119,99,92
24,47,298,440
42,361,82,129
8,146,228,187
8,3,479,331
28,15,345,469
214,14,282,317
176,202,91,52
296,225,22,18
4,97,111,238
74,156,54,44
231,342,25,33
1,0,497,374
10,213,345,108
72,8,325,363
149,206,93,141
195,30,71,110
319,260,88,36
28,93,60,45
27,11,385,251
3,78,495,102
368,188,129,104
5,4,490,308
104,1,392,372
50,209,128,250
110,75,102,109
403,8,87,88
233,103,162,212
187,18,150,147
164,23,207,309
140,165,123,116
186,65,238,295
0,9,307,222
190,96,107,169
64,30,137,253
225,139,61,109
65,0,433,330
15,133,302,27
50,5,190,316
197,113,82,102
37,76,455,217
129,187,157,153
68,429,92,41
3,283,97,151
192,137,113,129
204,74,117,202
30,55,467,305
76,26,120,106
233,1,52,92
11,191,363,226
302,58,142,269
103,84,65,55
155,9,220,337
340,225,146,110
0,233,494,100
16,187,102,58
163,165,71,75
26,34,422,282
22,41,37,60
9,1,487,307
394,100,77,55
0,188,332,310
33,20,63,30
287,329,71,76
215,87,120,156
78,93,360,232
0,102,89,134
178,190,97,145
55,13,425,329
11,3,110,315
66,127,405,277
0,210,498,240
191,72,157,252
242,38,224,210
72,126,162,275
14,85,122,210
205,138,20,27
15,10,482,447
82,64,333,255
272,154,199,197
123,197,55,70
260,296,28,22
161,269,147,229
302,63,190,308
87,187,107,190
243,137,41,88
144,61,50,38
318,288,46,84
13,37,209,159
66,109,116,345
1,0,351,499
196,67,201,228
140,66,127,161
51,24,95,82
111,182,165,192
50,68,97,171
149,198,64,54
52,25,241,264
169,184,213,137
79,175,219,156
47,264,52,49
135,290,67,62
349,126,80,203
218,186,70,76
97,100,290,135
151,97,61,33
29,66,144,101
178,270,9,4
313,457,9,17
125,3,67,21
63,64,78,20
44,18,275,219
4,146,488,122
127,33,191,130
181,120,41,20
45,103,184,170
375,5,67,216
1,233,72,65
103,42,255,232
5,78,415,313
189,107,114,194
316,70,98,131
4,112,102,154
157,91,38,32
102,30,191,464
419,241,76,101
107,49,136,117
14,461,33,35
78,133,101,87
54,6,410,321
63,17,60,51
23,111,39,82
76,137,54,61
145,152,197,162
204,230,94,60
187,107,205,222
78,84,313,141
435,301,11,17
2,13,396,319
298,67,14,16
76,280,80,34
135,277,137,134
20,266,460,230
303,15,160,300
366,26,125,286
34,206,56,49
49,48,171,242
104,103,78,115
2,228,277,113
291,0,180,330
173,127,142,48
17,16,324,300
161,52,206,319
28,251,63,74
37,146,261,150
376,208,47,30
335,34,67,63
168,68,144,95
71,23,394,295
248,20,95,360
38,28,414,284
100,30,214,439
256,106,169,236
1,247,347,85
226,115,183,155
280,171,80,50
106,132,219,364
0,151,274,263
56,207,243,179
363,160,70,167
122,362,19,8
166,78,24,50
400,32,52,342
53,177,273,311
157,104,158,188
221,198,87,107
281,353,42,65
268,37,136,427
51,108,181,230
82,139,400,226
188,157,92,110
233,144,70,106
207,138,91,145
189,119,107,134
263,306,161,142
106,145,100,67
180,46,40,35
71,332,53,166
322,49,67,54
177,38,161,112
49,42,381,245
130,0,160,327
19,25,377,244
139,4,49,212
161,47,40,45
111,168,131,34
1,172,229,145
15,75,363,263
92,6,218,492
105,29,125,268
107,29,121,187
119,83,316,280
55,102,125,182
276,60,185,282
77,80,308,242
72,42,392,316
397,280,19,34
171,72,112,105
85,10,45,30
163,75,154,335
284,63,27,48
2,273,47,31
183,185,67,73
34,208,110,193
68,242,34,26
124,46,48,20
357,68,139,97
293,160,77,32
2,4,497,350
38,54,207,279
404,198,82,142
35,100,40,28
107,146,91,70
23,43,475,240
252,172,27,15
232,68,78,125
83,197,52,80
267,35,138,263
295,37,48,35
136,28,72,280
268,198,30,34
167,111,20,17
42,104,199,151
31,285,60,89
128,436,56,49
101,253,174,245
55,100,329,223
149,2,103,88
129,112,252,41
1,84,86,53
0,0,499,205
229,139,39,48
39,4,265,455
256,249,42,30
140,57,188,52
269,277,36,53
216,68,116,39
341,69,158,259
262,118,46,82
110,301,94,169
302,1,144,167
1,145,371,353
260,96,39,50
257,177,137,196
188,92,295,190
244,40,92,286
102,113,160,47
195,337,90,161
172,209,115,134
31,45,393,253
96,22,197,116
181,53,272,266
0,154,277,300
14,27,325,310
74,37,376,205
132,120,305,150
428,121,71,57
203,267,15,16
66,179,426,194
1,56,206,137
3,146,93,188
123,436,208,61
2,97,497,271
64,378,51,14
6,32,487,330
282,1,85,70
182,118,184,35
3,3,491,330
106,167,39,35
55,104,204,253
34,103,204,210
10,99,487,211
270,158,13,17
176,37,321,336
229,4,196,105
317,72,10,9
12,92,461,210
203,245,29,26
34,307,138,100
7,61,295,329
224,25,99,186
81,88,294,178
171,38,94,70
13,0,484,287
227,16,30,19
45,213,335,64
257,263,96,85
245,63,245,228
118,85,235,281
20,70,69,46
2,132,493,240
82,55,24,40
21,121,67,76
359,237,113,94
73,46,384,278
2,23,65,228
284,103,107,139
206,345,22,62
21,30,466,271
33,123,120,127
207,70,65,150
9,210,223,72
295,94,193,232
26,145,138,99
202,144,24,17
13,101,319,305
401,279,20,57
92,153,266,115
138,104,350,187
15,12,234,331
125,220,84,142
0,241,152,90
227,228,25,19
43,21,220,177
222,210,106,84
385,265,87,57
178,210,107,113
362,148,136,52
129,47,170,295
103,214,26,30
180,130,48,117
164,50,56,194
44,58,160,252
154,242,47,56
352,218,44,21
21,11,460,345
441,260,8,15
205,87,45,25
160,140,85,175
376,98,81,137
62,37,375,235
8,3,490,297
62,108,60,52
5,50,485,265
305,159,105,117
12,23,484,335
342,120,125,159
248,152,32,71
211,104,45,50
281,143,40,52
126,207,42,21
30,18,329,455
108,285,46,26
212,188,45,115
138,224,206,216
17,213,231,125
306,170,35,45
178,187,120,120
397,280,49,42
221,298,101,83
325,354,19,18
295,166,90,86
232,164,103,147
209,304,29,41
50,10,296,290
166,367,38,64
335,195,13,38
96,162,30,21
163,64,73,106
113,120,42,21
38,30,230,280
237,258,26,26
83,203,170,227
29,2,436,306
16,116,252,132
39,300,160,113
51,278,220,174
137,190,153,131
93,184,49,32
336,139,82,85
226,62,60,21
206,90,83,113
332,173,52,46
183,268,117,204
250,16,38,30
33,53,425,273
81,44,375,211
207,63,109,66
275,201,212,252
240,128,75,80
10,13,468,310
356,118,74,103
1,0,497,63
131,230,19,26
370,287,15,22
3,153,111,216
187,13,76,202
160,379,45,36
106,398,30,28
253,122,144,187
2,325,149,160
0,2,499,330
16,31,221,278
21,121,266,238
259,151,110,54
124,7,80,57
371,183,14,17
26,9,173,199
27,51,236,95
339,80,149,109
126,119,260,199
14,13,485,306
149,32,106,215
87,6,266,131
45,28,410,305
12,71,474,170
27,15,180,115
84,48,359,279
132,115,100,241
98,91,104,60
98,154,226,165
4,15,466,309
144,155,57,107
449,98,50,57
0,48,497,112
205,42,113,290
160,73,115,200
119,172,252,241
457,98,27,27
353,142,25,135
35,184,411,127
183,40,57,191
109,288,95,102
140,123,168,81
132,122,320,193
207,454,41,34
312,31,94,68
0,4,417,293
72,34,143,243
214,1,187,250
17,60,451,280
163,52,221,252
248,168,76,127
77,177,225,62
110,96,173,139
127,70,168,252
13,54,261,110
122,169,92,50
106,112,137,356
160,152,37,122
257,155,175,132
95,117,154,115
125,281,374,92
300,184,44,50
288,9,18,18
0,0,499,235
193,171,262,160
235,171,13,36
266,180,53,42
10,67,405,306
226,99,123,244
144,87,51,211
27,32,442,342
67,234,295,245
7,24,338,412
125,275,65,26
243,250,57,60
79,150,313,93
73,19,339,325
125,21,186,310
203,240,56,91
0,89,460,381
102,216,26,12
81,312,145,113
306,88,21,22
35,263,461,110
201,5,168,340
65,257,303,137
228,112,120,98
105,26,394,342
2,148,246,334
311,194,30,29
195,213,125,38
127,45,132,90
42,108,282,156
5,65,210,97
112,102,169,205
25,99,452,240
0,370,332,129
82,58,270,226
28,100,207,222
85,337,322,75
118,213,211,285
7,9,60,180
16,90,287,327
373,148,52,183
62,6,31,17
247,105,182,224
147,44,217,155
28,123,346,340
269,162,83,71
42,17,433,352
213,455,25,43
45,34,372,295
3,5,52,137
62,110,243,369
425,230,45,42
317,148,41,68
66,66,399,176
194,116,243,165
152,105,239,82
264,100,91,68
32,35,447,268
6,125,375,238
255,10,209,173
301,126,66,114
13,12,443,474
283,0,46,37
378,226,75,152
175,64,97,242
6,1,491,102
179,113,154,385
351,8,147,404
0,49,467,271
112,120,252,195
283,132,142,193
24,51,324,194
42,2,211,179
42,34,377,302
258,11,107,300
207,169,241,156
124,51,64,56
24,74,457,300
169,283,78,79
58,5,191,284
39,162,299,126
142,214,124,73
229,30,65,33
3,4,82,53
86,198,101,43
107,126,285,89
136,43,32,33
26,56,444,260
185,36,84,62
109,115,388,259
85,153,206,283
316,2,27,191
43,5,450,326
222,83,102,74
11,23,77,212
29,37,225,283
295,34,160,300
159,36,229,205
348,40,121,176
230,18,60,65
145,379,101,49
204,55,89,117
4,1,495,211
46,160,262,82
77,342,117,156
52,104,247,180
0,306,499,67
407,34,31,30
33,50,203,260
2,84,327,411
10,245,482,205
356,65,50,115
36,121,422,211
73,155,35,17
321,226,27,47
0,125,155,204
82,5,237,74
183,278,103,52
132,1,157,375
44,21,412,397
326,176,33,87
193,109,52,50
66,40,34,32
2,1,494,325
182,300,52,67
35,132,87,228
218,321,25,38
18,150,476,182
243,143,72,134
11,0,126,116
135,148,211,317
95,138,31,57
222,50,45,67
8,7,473,362
48,54,424,276
155,230,166,43
157,149,97,48
38,58,397,258
428,261,10,15
112,126,208,244
160,86,201,174
137,8,56,22
1,0,249,384
187,15,57,93
295,14,180,312
141,98,101,249
125,192,257,119
227,50,95,182
136,93,90,156
0,9,477,419
111,3,370,368
148,2,159,164
172,275,196,162
96,99,229,235
16,65,233,374
360,100,25,25
155,140,36,53
102,173,182,148
34,312,157,43
132,56,78,111
181,40,54,59
203,113,181,158
21,182,317,82
229,278,28,22
134,23,322,279
170,106,95,92
14,288,81,135
209,240,54,34
226,35,25,30
186,80,37,75
2,17,326,478
87,3,365,370
122,13,284,160
188,20,121,92
271,153,97,46
379,125,53,193
58,79,293,88
45,48,74,94
42,106,410,93
228,262,32,43
41,0,430,264
304,50,35,42
306,325,20,47
162,437,74,60
59,146,247,188
144,245,150,60
274,250,8,16
202,153,268,176
73,4,375,325
15,32,418,243
247,0,212,35
76,34,398,296
221,12,255,51
85,330,35,33
386,45,97,145
11,32,482,340
2,2,371,189
76,213,215,58
45,1,353,323
55,171,144,58
282,135,205,175
251,16,247,231
468,252,30,112
158,444,11,37
3,77,340,240
305,465,19,30
4,225,241,272
57,11,58,69
200,172,92,140
143,139,87,71
202,0,57,49
265,71,150,277
25,216,120,163
96,19,77,50
12,213,344,119
210,390,76,56
138,86,170,201
20,90,130,66
70,151,70,211
3,4,495,346
111,350,136,93
235,220,25,30
2,183,495,191
8,27,304,464
58,138,273,346
335,74,140,157
178,109,132,82
193,107,173,71
152,248,96,181
339,138,112,97
337,115,141,119
27,113,102,125
6,12,90,51
2,13,323,178
5,5,493,368
123,92,226,227
40,132,227,172
231,115,168,73
125,101,36,35
75,201,140,96
28,50,322,257
35,38,308,460
302,165,150,66
0,157,311,122
365,47,103,70
202,250,41,72
66,93,231,406
57,27,218,450
50,147,243,263
72,93,163,404
0,68,498,305
3,12,152,381
56,167,182,327
140,172,25,22
105,208,27,35
141,48,167,205
15,4,426,275
231,354,18,14
159,255,102,76
35,44,149,409
6,80,475,290
331,10,43,67
11,24,472,342
195,72,153,248
191,164,22,31
183,212,163,115
125,0,341,217
146,43,201,214
154,129,139,43
306,120,75,79
0,2,498,316
10,16,465,313
135,4,324,340
66,98,122,118
3,66,495,235
299,295,135,106
214,148,282,172
2,5,492,493
229,128,97,153
301,142,91,134
0,33,375,340
56,7,431,311
144,195,75,67
312,80,185,240
61,21,335,352
322,92,103,259
91,306,101,65
4,6,474,365
335,240,112,131
102,68,272,156
99,210,110,122
172,1,270,250
36,27,33,85
4,2,487,469
375,155,62,55
132,197,54,62
191,0,169,167
140,51,105,126
0,11,385,320
73,160,200,233
63,27,372,110
101,76,397,297
282,268,63,91
122,45,310,245
152,168,77,51
118,158,70,31
26,105,330,112
5,34,313,220
277,175,14,17
2,337,331,157
39,4,388,182
117,212,292,99
256,107,107,139
41,60,49,68
25,19,442,254
243,20,50,46
125,140,117,234
184,210,39,35
10,131,406,231
223,239,55,43
167,177,59,117
11,236,150,55
16,118,151,72
5,5,486,122
22,21,275,105
18,80,357,217
61,93,434,210
162,53,164,45
266,153,132,147
172,14,325,445
143,93,147,236
278,201,20,17
176,114,15,20
134,95,160,227
121,225,142,148
107,24,173,147
213,93,20,12
279,18,220,183
382,35,86,85
164,106,41,21
156,270,155,228
446,205,40,40
0,26,496,305
40,44,446,287
243,120,102,207
3,5,327,249
289,166,60,32
42,2,217,497
216,85,24,18
78,401,35,60
117,275,102,180
348,90,37,30
9,150,102,121
236,4,45,217
263,57,90,185
78,21,191,225
247,275,16,36
0,100,284,250
85,223,365,55
228,49,232,102
73,124,48,73
89,183,38,76
47,83,245,248
0,53,96,129
334,352,123,122
149,126,97,75
285,154,167,120
280,160,62,120
58,88,164,246
169,104,134,239
15,47,453,184
219,83,18,13
108,8,250,322
96,57,58,112
4,7,486,316
178,211,39,14
53,146,115,100
6,6,383,390
228,187,95,56
64,46,64,25
13,54,315,425
53,190,270,110
29,35,115,327
20,139,277,339
50,54,178,277
152,119,128,212
9,237,322,259
314,170,10,14
145,111,284,80
14,128,130,117
65,84,148,392
211,99,31,29
147,148,174,93
174,135,120,350
422,145,73,84
80,261,310,61
343,135,34,51
260,149,104,107
79,99,217,217
116,161,278,168
2,2,323,495
169,149,46,77
273,80,130,202
391,82,93,125
265,99,114,205
1,10,485,315
445,155,40,30
120,231,64,76
7,36,482,288
308,142,87,55
37,66,247,400
324,189,77,44
37,12,66,177
382,261,44,37
115,136,113,108
0,205,372,250
36,0,434,319
153,24,83,42
222,256,22,23
15,6,462,311
177,403,97,78
121,34,73,132
30,13,227,366
14,67,350,362
1,106,40,115
102,30,162,134
189,214,82,37
241,91,25,25
377,43,67,117
145,131,140,367
59,423,394,75
12,163,301,203
42,43,437,343
86,46,332,294
3,57,495,205
1,233,369,23
217,91,37,17
0,0,499,165
85,92,264,247
216,120,102,121
65,76,200,329
79,115,367,257
4,64,137,100
243,281,75,40
0,0,496,366
30,26,45,67
116,130,135,160
137,332,109,160
28,16,427,302
10,15,481,356
133,49,65,67
5,24,134,80
110,263,64,32
160,260,89,34
22,3,472,371
42,31,418,341
126,247,53,98
69,130,301,298
136,116,141,331
144,319,156,94
40,69,79,326
237,172,72,67
3,20,429,102
235,145,45,37
183,2,247,68
60,33,327,259
271,238,35,56
148,368,24,47
252,335,54,161
50,232,114,56
21,90,355,125
26,147,78,200
56,46,415,202
13,20,475,302
5,87,305,222
253,157,45,65
96,48,64,111
179,82,106,121
92,54,105,121
154,141,228,128
325,65,22,35
1,177,496,151
215,476,68,21
0,105,372,384
4,1,492,436
176,127,21,58
157,126,140,178
103,16,277,289
0,0,112,372
204,167,76,93
5,266,492,67
246,19,204,391
126,56,264,246
154,68,99,139
202,173,50,101
93,309,217,142
188,0,310,332
218,220,43,35
3,23,180,169
224,140,87,65
15,10,470,449
7,52,407,240
0,88,131,101
20,43,470,310
52,266,270,138
213,335,39,117
169,272,124,110
248,182,165,107
0,79,448,293
150,177,89,106
244,197,35,32
155,54,344,259
44,44,258,277
268,21,136,128
110,55,101,170
1,42,496,208
276,245,51,25
1,2,414,322
208,313,113,125
117,167,240,279
82,34,197,271
7,239,36,117
8,24,348,462
39,58,175,321
162,108,105,75
63,195,78,28
150,54,276,426
287,70,115,118
298,280,15,7
97,116,86,86
10,210,85,100
69,31,427,417
246,0,105,498
0,57,495,223
116,163,330,135
245,351,31,67
133,135,184,106
0,146,329,315
121,422,94,64
180,57,61,36
0,0,499,374
22,10,467,260
51,22,425,298
146,48,351,214
76,209,77,86
230,120,57,82
33,14,440,360
107,118,260,170
100,62,124,190
303,184,110,145
204,33,280,463
142,150,25,25
158,300,193,152
180,225,107,156
259,170,13,31
183,48,34,163
346,56,39,57
246,223,43,57
10,75,487,220
153,167,254,282
248,50,145,145
164,61,311,304
2,1,323,490
256,92,69,60
0,236,399,92
200,0,160,232
5,2,95,108
95,55,60,71
68,119,134,88
110,0,261,284
5,245,165,127
75,125,85,27
158,156,54,147
146,57,53,58
189,14,175,308
145,46,30,46
71,85,173,207
8,148,61,89
226,233,83,124
0,1,325,274
95,127,295,197
199,226,50,50
70,34,370,333
276,221,66,39
90,108,291,207
7,125,478,126
352,254,40,30
7,22,472,343
101,6,338,334
0,7,439,306
80,140,414,231
265,160,36,45
128,227,72,184
446,122,52,48
131,22,354,331
93,288,72,47
69,233,43,102
3,11,309,347
16,22,373,272
389,331,107,42
82,78,358,317
41,108,262,248
80,262,164,119
132,406,84,64
227,47,145,231
147,12,260,303
99,28,285,185
225,151,95,20
132,171,85,125
8,23,372,332
1,28,28,131
121,169,60,269
4,129,40,186
0,336,330,124
83,214,20,17
31,301,292,194
39,57,260,398
274,58,167,187
105,128,95,91
117,244,97,117
46,93,28,31
56,76,310,217
74,63,309,196
212,125,21,44
267,322,43,117
166,154,48,60
105,87,253,147
51,97,192,112
54,52,395,262
64,307,24,26
6,66,485,155
136,117,239,137
261,25,220,161
2,72,359,91
311,85,187,94
317,135,47,75
273,429,22,56
326,215,39,26
165,115,125,20
132,164,210,207
67,120,181,295
1,1,458,331
47,245,279,113
202,37,130,264
150,60,237,190
28,170,187,148
174,421,27,46
100,22,262,268
8,35,340,379
143,95,160,212
162,224,45,52
228,137,188,44
229,101,42,97
70,103,89,175
16,6,475,316
276,106,163,192
8,5,488,363
365,189,65,142
2,27,490,167
229,225,62,78
32,20,415,300
172,58,286,98
27,36,466,146
70,13,110,267
36,4,360,325
285,108,26,39
256,0,242,87
122,88,145,130
135,120,177,141
218,104,31,60
11,10,476,480
347,147,104,23
0,0,498,375
139,448,145,45
28,91,466,258
242,161,22,26
96,7,202,306
270,7,167,222
181,114,55,62
217,150,74,135
124,168,84,255
200,394,106,36
35,51,283,343
180,193,250,83
131,3,272,279
126,52,332,280
292,0,192,66
186,24,155,83
8,69,355,430
160,106,54,34
134,43,307,275
1,2,262,239
44,415,87,38
146,43,318,272
55,45,205,336
40,114,252,217
167,260,107,79
21,201,468,172
312,165,155,168
25,123,226,246
465,92,33,96
61,12,305,466
245,118,132,211
132,25,277,260
149,392,108,103
6,123,486,221
1,318,153,178
181,99,132,210
66,5,428,364
333,423,2,4
15,42,340,255
271,226,33,55
62,183,229,313
89,41,327,288
174,189,62,134
168,39,178,177
13,141,475,233
93,147,299,76
111,122,104,87
199,473,130,26
1,0,455,373
333,198,54,79
94,131,278,219
254,55,69,217
102,282,35,20
117,238,22,9
0,0,478,318
45,119,404,300
145,22,250,123
